NO,의원명,업무구분,대표전화,주소,평일 진료,토요일 진료,일요일 진료,공휴일 진료,위도,경도
12441,오성진치과의원,치과,02-3448-7528,서울특별시 강남구 학동로 443,10:00~19:00,10:00~16:00,-,-,37.518952,127.0493916
16627,청담여성한의원,한의원,02-541-0088,"서울특별시 강남구 학동로 443, 401호(청담동,정한빌딩)",10:00~19:00,10:00~16:00,-,-,37.518952,127.0493916
3568,연세이좋은치과의원,치과,02-811-7400,"서울특별시 영등포구 선유로13길 25, 201호 (문래동6가, 에이스하이테크시티2)",09:30~18:30,09:30~14:30,-,-,37.5189823,126.8862787
6317,장종상산부인과의원,의원,02-2203-5150,서울특별시 송파구 올림픽로35길 104,09:00~21:00,09:00~18:00,09:30~13:30,09:30~13:30,37.5190012,127.0986442
11680,백운규안과의원,의원,02-415-5100,서울특별시 송파구 올림픽로35길 104,09:30~17:30,09:30~12:30,-,-,37.5190012,127.0986442
12004,센스피부과의원,의원,02-414-0058,서울특별시 송파구 올림픽로35길 104,09:30~20:00,09:30~15:00,-,-,37.5190012,127.0986442
12810,잠실서울이비인후과의원,의원,02-415-2975,서울특별시 송파구 올림픽로35길 104,08:30~19:00,08:30~16:00,-,-,37.5190012,127.0986442
12960,지내과의원,의원,02-424-0218,서울특별시 송파구 올림픽로35길 104,09:00~17:00,09:00~13:00,-,-,37.5190012,127.0986442
11296,노문호치과의원,치과,02-423-7755,서울특별시 송파구 올림픽로35길 104,10:00~18:00,10:00~13:00,-,-,37.5190012,127.0986442
8454,로하스가정의학과의원,의원,02-790-7470,서울특별시 용산구 이촌로 264 삼익아파트상가 305호,09:00~18:00,09:00~14:00,-,-,37.5190282,126.9761401
11117,굿모닝치과의원,치과,02-798-7528,서울특별시 용산구 이촌로 264,10:00~19:00,10:00~16:00,-,-,37.5190282,126.9761401
9171,경희이촌한의원,한의원,02-796-3337,서울특별시 용산구 이촌로 264 (이촌동),10:00~19:00,10:00~15:00,-,-,37.5190282,126.9761401
1568,포에버성형외과의원,의원,1577-3983,"서울특별시 강남구 도산대로 157, 신웅타워2, 지하1층, 1층일부,2층일부,3층,4층 (신사동)",10:00~20:00,10:00~16:00,-,-,37.5190468,127.025687
3273,메이퓨어의원,의원,02-2678-9799,"서울특별시 영등포구 영중로 31, 2층 (영등포동4가)",10:30~20:30,10:00~17:00,-,-,37.5190603,126.9048849
10894,연흥산부인과의원,의원,02-2631-7863,"서울특별시 영등포구 영중로 31, 4층 (영등포동4가, 청룡빌딩)",09:30~18:00,09:30~15:00,-,-,37.5190603,126.9048849
11886,서울스마일치과의원,치과,02-2675-7525,서울특별시 영등포구 영중로 31,10:00~19:00,10:00~15:00,-,-,37.5190603,126.9048849
8566,이데아성형외과의원,의원,1600-0602,"서울특별시 강남구 도산대로 176 (논현동, 대광빌딩 2층)",10:00~19:00,-,-,-,37.5190753,127.0279715
16252,홍기상차일드앤틴치과의원,치과,02-512-5275,"서울특별시 강남구 선릉로132길 69, 3층 (청담동, 이경빌딩)",10:00~18:30,10:00~16:00,-,-,37.5190983,127.0469139
1726,우리들의원,의원,02-513-8200,"서울특별시 강남구 학동로 445 (청담동, 삼성로 707 지하1층 2층(청담동)",09:30~17:00,09:00~15:00,-,-,37.5191041,127.0496303
372,백제한의원,한의원,02-425-5880,"서울특별시 송파구 올림픽로 399, 306호 (신천동, 진주아파트)",09:30~18:30,09:30~15:00,-,-,37.5191052,127.11133
5022,도브의원,의원,02-3443-8555,"서울특별시 강남구 도산대로 174, 8층 (논현동, 정안빌딩)",10:30~20:00,10:00~17:00,-,-,37.5191263,127.0276759
923,하루에치과의원,치과,1544-0208,"서울특별시 강남구 도산대로 174, 3~5층 (논현동)",10:00~18:00,-,-,-,37.5191263,127.0276759
2618,다나을한의원,한의원,02-542-8175,"서울특별시 강남구 도산대로 174, 6층 (논현동)",10:00~19:00,10:00~16:00,-,-,37.5191263,127.0276759
11633,박태웅비뇨기과의원,의원,02-782-3974,서울특별시 영등포구 여의대방로 379,10:00~18:30,09:30~12:00,-,-,37.5191266,126.9309306
11602,박선병치과의원,치과,02-783-4008,서울특별시 영등포구 여의대방로 379,10:00~18:00,10:00~12:30,-,-,37.5191266,126.9309306
9090,우리이화의원,의원,02-2602-7565,"서울특별시 양천구 지양로 30, 2층 (신월동)",09:00~19:00,09:00~14:00,10:00~13:00,-,37.5191449,126.8368357
7908,문형한내과의원,의원,02-2604-7588,"서울특별시 양천구 신월로 179, (신월동)",09:00~18:30,08:30~14:00,-,-,37.5191659,126.8429905
887,예쁜몸매의원,의원,02-3443-0070,"서울특별시 강남구 학동로 501, 2,3,7,8층 (청담동)",10:00~19:00,10:00~17:00,-,-,37.5191687,127.0505017
6054,청담베스트내과의원,의원,02-543-8383,"서울특별시 강남구 학동로 501 (청담동, 4층일부,5층,6층일부)",09:00~18:00,09:00~13:00,09:00~13:00,-,37.5191687,127.0505017
15779,청담유노외과의원,의원,02-1670-6075,"서울특별시 강남구 학동로 501, 602호 (청담동, 하나은행)",10:00~19:00,09:00~14:00,-,-,37.5191687,127.0505017
12521,유광희치과의원,치과,02-543-2880,서울특별시 강남구 선릉로 722,10:00~18:00,-,-,-,37.5191809,127.0408478
6796,서울유로치과의원,치과,18998887,"서울특별시 강남구 도산대로13길 18 (신사동, 4층일부)",10:00~18:00,-,-,-,37.5191851,127.0234707
1692,서서울정형외과의원,의원,02-2604-0911,서울특별시 양천구 신월로 186 (신월동),09:00~18:00,09:00~13:00,-,-,37.519188,126.8438869
10993,강성원치과의원,치과,02-545-2546,"서울특별시 강남구 학동로 503, 202호 (청담동)",10:30~18:00,10:30~13:00,-,-,37.5191913,127.0508275
15650,정채인마취통증의학과의원,의원,02-2653-6060,"서울특별시 양천구 중앙로32길 25, 3층 (신정동)",09:00~18:00,-,-,-,37.519206,126.8566779
16554,기앤미의원,의원,02-785-2557,"서울특별시 영등포구 의사당대로1길 11, 2층 (여의도동, 메종리브르오피스텔)",09:30~18:30,09:30~12:30,-,-,37.5192148,126.9285914
11568,미즈필치과의원,치과,02-2672-5735,서울특별시 영등포구 문래로 92,10:00~18:30,10:00~14:00,-,-,37.5192375,126.8922349
10467,소나무한의원,한의원,02-2637-8142,"서울특별시 영등포구 문래로 92, 5층 (문래동3가, 대소빌딩)",09:30~18:00,09:30~15:00,-,-,37.5192375,126.8922349
12316,연세우수의원,의원,02-2637-3399,서울특별시 영등포구 선유서로 40,09:00~19:00,09:00~16:00,-,-,37.5192413,126.8852356
646,킴앤리소아청소년과이비인후과의원,의원,02-2677-7575,"서울특별시 영등포구 선유로 59, 402호 (문래동6가, 문래아카데미)",09:00~18:30,09:00~15:00,-,-,37.5192466,126.8889381
7169,아주나비뇨기과의원,의원,02-2677-7510,"서울특별시 영등포구 선유로 59 , 403호 (문래동6가,문래아카데미)",09:40~18:30,09:40~15:00,-,-,37.5192466,126.8889381
14454,더봄재활의학과의원,의원,02-2676-8588,"서울특별시 영등포구 선유로 59, 202호 (문래동6가, 문래 아카데미)",09:30~19:30,-,-,-,37.5192466,126.8889381
13229,햇살가득한치과의원,치과,02-3667-7528,서울특별시 영등포구 선유로 59,10:00~19:00,10:00~14:00,-,-,37.5192466,126.8889381
4531,클린업피부과의원,의원,02-2634-7588,"서울특별시 영등포구 영중로 35, 3층 (영등포동4가, 삼경빌딩)",10:00~20:00,10:00~17:00,-,-,37.5192558,126.9048337
12635,이민재의원,의원,02-792-8575,서울특별시 용산구 이촌로 248,08:30~18:30,08:30~15:30,-,-,37.5192821,126.9730896
3333,유펜아이비치과의원,치과,02-797-7784,"서울특별시 용산구 이촌로 248 (이촌동,한강맨션 21동 104호 일부)",10:00~19:00,10:00~16:00,-,-,37.5192821,126.9730896
7394,구창서치과의원,치과,02-798-1100,"서울특별시 용산구 이촌로 248 31동 207호 (이촌동, 한강맨션)",09:00~18:00,09:00~13:00,-,-,37.5192821,126.9730896
10275,연세휴치과보철과치과의원,치과,02-792-2275,"서울특별시 용산구 이촌로 248, 31동 205호 (이촌동)",09:00~18:00,09:00~13:00,-,-,37.5192821,126.9730896
11188,김성태치과,치과,02-797-2865,서울특별시 용산구 이촌로 248,10:00~18:00,10:00~14:00,-,-,37.5192821,126.9730896
11970,성대혁치과의원,치과,02-790-2833,서울특별시 용산구 이촌로 248,10:00~18:30,10:00~14:00,-,-,37.5192821,126.9730896
12487,우리치과의원,치과,02-797-7195,서울특별시 용산구 이촌로 248,10:00~18:00,10:00~12:00,-,-,37.5192821,126.9730896
16729,서정훈치과의원,치과,02-794-9657,"서울특별시 용산구 이촌로 248, 21-204 (이촌동, 한강맨션)",09:00~15:00,09:00~12:00,-,-,37.5192821,126.9730896
12001,세정한의원,한의원,02-794-1464,서울특별시 용산구 이촌로 248,10:00~18:30,10:00~17:00,-,10:00~17:00,37.5192821,126.9730896
3115,성모외과의원,의원,02-786-2334,"서울특별시 영등포구 여의대방로 383, 3층 (여의도동, 경도빌딩)",09:30~18:00,-,-,-,37.5193372,126.9315071
8677,윤이비인후과의원,의원,02-786-5075,서울특별시 영등포구 여의대방로 383,09:00~19:00,09:00~14:00,-,-,37.5193372,126.9315071
14664,박상윤안과의원,의원,02-780-7475,서울특별시 영등포구 여의대방로 383 (여의도동),09:00~18:00,09:00~13:00,-,-,37.5193372,126.9315071
15182,여의도삼성정신건강의학과의원,의원,02-780-1593,"서울특별시 영등포구 여의대방로 383, 208호 (여의도동, 경도빌딩)",09:30~19:00,09:30~14:00,-,-,37.5193372,126.9315071
15356,우일치과의원,치과,02-783-2331,서울특별시 영등포구 여의대방로 383 (여의도동),10:00~18:00,10:00~12:00,-,-,37.5193372,126.9315071
4100,닥터한한의원,한의원,02-785-6369,"서울특별시 영등포구 여의대방로 383, 경도빌딩 3층 9,10호 (여의도동)",09:30~19:00,09:30~13:00,-,-,37.5193372,126.9315071
13648,서울프라임치과의원,치과,02-783-7975,서울특별시 영등포구 여의대방로65길 13 (여의도동),09:30~18:30,09:30~15:00,-,-,37.5193673,126.9295934
1728,을지대학교강남을지의원,의원,02-3438-1114,"서울특별시 강남구 도산대로 202 (논현동, 강남을지의원)",08:30~17:30,08:30~12:30,-,-,37.5193962,127.0286482
6362,온지당한의원,한의원,02-780-9890,"서울특별시 영등포구 여의대방로 394, 201호 (여의도동, 우정빌딩)",10:00~19:00,10:00~16:00,-,-,37.5194021,126.9327766
7187,여의도베스트덴치과의원,치과,02-6264-7528,"서울특별시 영등포구 63로 36, 201호(여의도동,리버타워)",10:00~19:00,10:00~14:00,-,-,37.5194128,126.9386367
1470,라프린의원,의원,02-517-7811,"서울특별시 강남구 삼성로 709 (청담동, 명보빌딩 지하1층,1층,4층,6층일부)",10:00~21:00,10:00~16:00,-,-,37.5194327,127.0495451
15540,이포치과의원,치과,02-549-9599,"서울특별시 강남구 삼성로 709 (청담동, 3층일부)",09:30~18:30,09:30~16:00,-,-,37.5194327,127.0495451
7992,토마스정신과의원,의원,02-543-6598,"서울특별시 강남구 논현로150길 26, 5층 (논현동)",09:30~18:00,09:30~13:00,-,-,37.5194754,127.0306888
4052,프레쉬의원,의원,02-3446-5512,"서울특별시 강남구 도산대로 165, 3층 (신사동, 도산대로23길 6-6, 6층)",10:00~19:00,10:00~17:00,-,-,37.5194918,127.0266416
7968,김도균외과의원,의원,02-485-3114,서울특별시 강남구 도산대로 204 동진빌딩 2층,09:00~18:00,09:00~15:00,-,-,37.5195118,127.0288715
8735,진리치과의원,치과,02-2603-0685,서울특별시 양천구 신월로 185,09:30~18:30,09:30~14:00,-,-,37.5195218,126.8433387
10063,김종철성형외과의원,의원,02-2677-7331,서울특별시 영등포구 영중로 37 (영등포동4가),10:00~19:00,10:00~15:00,-,-,37.519525,126.9046625
6954,삼성마취통증의학과의원,의원,02-785-8777,서울특별시 영등포구 여의대방로67길 9,10:00~18:00,-,-,-,37.519547,126.9304897
4425,미소랑치과의원,치과,02-780-2814,"서울특별시 영등포구 여의대방로67길 9 (여의도동,두일빌딩 203호)",10:00~19:00,-,-,-,37.519547,126.9304897
1338,이상구신경과의원,의원,02-2678-6355,서울특별시 영등포구 영등포로 216 (영등포동3가),10:00~18:30,10:00~16:00,-,-,37.519554,126.9053459
16448,제민피부과의원,의원,02-2678-7454,서울특별시 영등포구 영등포로 216 (영등포동3가),10:00~18:00,10:00~15:00,-,-,37.519554,126.9053459
12757,이플랜트치과의원,치과,02-2679-7575,서울특별시 영등포구 영등포로 216,09:30~19:00,09:30~16:00,-,-,37.519554,126.9053459
1556,영등포성모안과의원,의원,02-2675-2675,"서울특별시 영등포구 영등포로 210, 3층 (영등포동4가)",09:00~18:00,09:00~13:30,-,-,37.5195603,126.9045092
2057,으랏차정형외과의원,의원,02-2679-1180,"서울특별시 영등포구 영등포로 210, 2층 (영등포동4가)",08:30~20:00,08:30~14:00,-,-,37.5195603,126.9045092
6997,김정묵내과의원,의원,02-2678-6866,"서울특별시 영등포구 영등포로36길 6, (영등포동4가)",09:00~18:00,09:00~15:00,-,-,37.5195639,126.9034632
15465,이동찬치과의원,치과,02-2678-5780,서울특별시 영등포구 영등포로36길 6 (영등포동4가),09:00~18:00,09:00~13:00,-,-,37.5195639,126.9034632
3098,건양의료재단김안과의원,의원,1577-2639,서울특별시 영등포구 영신로 136 (영등포동4가),08:30~17:00,08:30~15:00,09:00~13:00,09:00~13:00,37.519596,126.9014516
6209,닥터홍내과의원,의원,02-541-5400,서울특별시 강남구 도산대로38길 16 (논현동),08:30~17:00,08:30~12:00,-,-,37.5195999,127.0321394
6998,화안피부과의원,의원,02-784-5580,서울특별시 영등포구 여의대방로65길 12,09:30~18:30,09:30~15:00,-,-,37.5196311,126.9300328
5239,아란태산부인과의원,의원,02-2630-6600,"서울특별시 영등포구 선유로 64, 2-5,7층 (문래동3가)",09:00~20:00,09:00~17:00,09:30~12:30,09:30~12:30,37.5196363,126.8896862
2401,성모참플러스정형외과의원,의원,02-6952-5201,"서울특별시 영등포구 선유로 63, 604호 (문래동6가, EEU동신타워)",09:00~19:00,09:00~13:00,-,-,37.5196449,126.8890563
14528,류운석내과의원,의원,02-2635-8500,"서울특별시 영등포구 선유로 63, 301-2호 (문래동6가, 동신타워)",09:00~19:00,09:00~14:00,-,-,37.5196449,126.8890563
6617,아이엔여기한의원,한의원,02-6212-1075,"서울특별시 영등포구 선유로 63 (문래동6가,동신타워빌딩 304호)",10:00~20:00,10:00~16:00,-,-,37.5196449,126.8890563
12179,압구정비씨의원,의원,02-511-2896,서울특별시 강남구 도산대로 206,10:00~19:00,10:00~15:00,-,-,37.5196534,127.0290445
7966,에피파니치과의원,치과,02-3444-8575,"서울특별시 강남구 도산대로 206 진성빌딩 2,3층",09:30~18:30,09:30~14:00,-,-,37.5196534,127.0290445
11550,미성형외과의원,의원,02-3444-1900,서울특별시 강남구 삼성로133길 3,09:30~19:00,09:30~16:00,-,-,37.5196586,127.0492319
16376,강남인한의원,한의원,02-547-8575,"서울특별시 강남구 삼성로133길 3, 6층(청담동,노블레스타워)",10:00~19:00,10:00~15:00,-,-,37.5196586,127.0492319
15175,엘성형외과의원,의원,02-545-5200,"서울특별시 강남구 삼성로 715, 5층 (청담동, 재동빌딩)",11:00~19:00,11:00~14:00,-,-,37.5196706,127.0494337
16461,믿을신치과의원,치과,02-3442-0119,"서울특별시 강남구 삼성로 715 (청담동, 6층일부)",10:00~18:30,10:00~16:00,-,-,37.5196706,127.0494337
8786,베스트남성의원,의원,02-2632-0205,서울특별시 영등포구 영등포로 208-1 (영등포동4가),09:00~18:30,09:00~15:30,-,-,37.5196734,126.9044154
15021,속청한의원,한의원,02-2676-3003,"서울특별시 영등포구 영등포로 208-1, 2층 (영등포동4가)",09:30~19:00,09:00~14:00,-,-,37.5196734,126.9044154
13356,최수용한의원,한의원,02-2642-6119,서울특별시 양천구 중앙로32길 47 (신정동),09:00~19:00,09:00~17:00,-,09:00~13:00,37.519676,126.8589015
4454,라마르의원,의원,02-2634-7585,"서울특별시 영등포구 영등포로 208, 7층 (영등포동4가, 뉴포트빌딩)",11:00~21:00,10:00~15:00,-,-,37.5196821,126.9042637
16075,서울수치과의원,치과,02-2632-0275,"서울특별시 영등포구 영등포로 208, 5층 (영등포동4가)",10:00~18:30,10:00~14:00,-,-,37.5196821,126.9042637
11958,선내과의원,의원,02-2648-5004,서울특별시 양천구 목동서로 340,09:30~19:00,09:30~16:00,09:30~13:00,09:30~13:30,37.5197024,126.8640478
177,최영석치과의원,치과,02-648-1955,"서울특별시 양천구 목동서로 340 (신정동, 목동신시가지아파트9단지)",09:30~18:00,09:30~12:30,-,-,37.5197024,126.8640478
4086,연세더순수치과의원,치과,02-6941-2275,"서울특별시 영등포구 문래로 87, 2층 (문래동3가, 창대빌딩)",09:30~18:30,09:30~13:30,-,-,37.5197091,126.8916529
9549,이종찬정형외과의원,의원,02-2696-8584,서울특별시 양천구 신월로 187 (신월동),09:00~18:00,09:00~14:30,09:00~12:00,09:00~13:30,37.5197177,126.8436542
6025,청담드림소아청소년과의원,의원,02-517-3123,"서울특별시 강남구 삼성로 712, 지하1층 (청담동)",09:00~18:00,09:00~14:00,-,-,37.5197291,127.0501912
15776,청담마리산부인과의원,의원,02-541-9114,서울특별시 강남구 삼성로 712 (청담동),09:00~17:30,08:00~13:00,-,-,37.5197291,127.0501912
2763,경희윤동학한의원,한의원,02-782-1010,"서울특별시 영등포구 여의대방로65길 17, 3층 (여의도동, 서린빌딩)",11:00~20:00,-,-,-,37.5197472,126.9292226
14624,미프로의원,의원,02-516-2700,서울특별시 강남구 삼성로133길 8 (청담동),09:30~18:30,-,-,-,37.5197602,127.048743
11570,미프로치과의원,치과,02-516-2833,서울특별시 강남구 삼성로133길 8,10:00~19:00,-,-,-,37.5197602,127.048743
5325,미소연의원,의원,02-518-5666,"서울특별시 강남구 도산대로 208, 3층 (논현동)",11:00~19:00,11:00~17:00,-,-,37.5197734,127.0293745
11622,박장환피부과의원,의원,02-2646-5535,서울특별시 양천구 중앙로32길 55,09:30~18:00,09:30~13:30,-,-,37.5198144,126.8597468
13166,한경익치과의원,치과,02-2646-6147,서울특별시 양천구 중앙로32길 55,09:30~18:00,09:30~12:30,-,-,37.5198144,126.8597468
5058,셀파크피부과의원,의원,02-514-0203,서울특별시 강남구 도산대로 212 (논현동),10:00~19:30,10:00~17:00,-,-,37.5198294,127.0301109
488,달팽이이비인후과의원,의원,02-2062-4298,"서울특별시 양천구 중앙로 262, 메디바이오플렉스 502,503호 (신정동)",09:00~19:00,09:00~15:00,-,-,37.5198456,126.8534095
1689,고려정형외과의원,의원,02-2654-9972,서울특별시 양천구 중앙로 262 (신정동),09:00~19:00,09:00~14:00,-,-,37.5198456,126.8534095
5479,신정박내과의원,의원,02-2644-1415,"서울특별시 양천구 중앙로 262, 3층 (신정동, 신정바이오프라자)",09:00~19:00,09:00~16:00,-,-,37.5198456,126.8534095
7213,시원한비뇨기과의원,의원,02-2062-7510,"서울특별시 양천구 중앙로 262, 402, 403호 (신정동,메디바이오플렉스)",09:00~19:00,09:00~14:00,-,-,37.5198456,126.8534095
11552,미소담은치과의원,치과,02-2651-2260,서울특별시 양천구 중앙로 262,10:00~19:00,10:00~15:00,-,-,37.5198456,126.8534095
10836,홍진한의원,한의원,02-2655-0012,"서울특별시 양천구 중앙로 262 (신정동, 메디바이오플렉스)",09:30~19:00,09:30~15:00,-,-,37.5198456,126.8534095
16146,해성한의원,한의원,02-3442-4718,"서울특별시 강남구 논현로151길 19 2층 301호 (신사동, 힐빌딩)",10:00~17:00,10:00~17:00,10:00~17:00,10:00~17:00,37.5198982,127.026699
8787,서울아라소아청소년과의원,의원,02-2637-1275,"서울특별시 영등포구 문래로 83 , 201호(문래동3가, 아라비즈타워)",09:00~19:00,09:00~16:00,09:00~13:00,09:00~13:00,37.5199225,126.8912974
14582,문래성모안과의원,의원,02-2655-4949,"서울특별시 영등포구 문래로 83, 203호 (문래동3가, 아라비즈타워)",09:30~18:30,09:30~14:30,-,-,37.5199225,126.8912974
3533,연세바른이치과의원,치과,02-2636-2070,서울특별시 영등포구 문래로 83 (문래동3가),10:00~19:00,10:00~14:00,-,-,37.5199225,126.8912974
2535,제인중국한의원,한의원,02-2654-1847,서울특별시 영등포구 문래로 83 (문래동3가),09:00~19:00,09:00~15:30,-,-,37.5199225,126.8912974
12150,아이비이비인후과의원,의원,02-784-7533,"서울특별시 영등포구 국제금융로 86, 216호 (여의도동, 롯데캐슬아이비)",09:00~19:00,09:00~13:00,-,-,37.5199494,126.9317957
3752,서울복음치과의원,치과,02-782-7528,서울특별시 영등포구 국제금융로 86,10:00~19:00,10:00~14:00,-,-,37.5199494,126.9317957
16032,화인한의원,한의원,02-786-2332,"서울특별시 영등포구 국제금융로 86, 208호 (여의도동, 롯데캐슬아이비)",09:30~18:00,09:30~16:00,-,-,37.5199494,126.9317957
9124,조셉정형외과의원,의원,02-790-6591,서울특별시 용산구 이촌로 245 (이촌동),09:00~20:00,09:00~13:00,-,-,37.5199736,126.9744378
16503,서울S치과의원,치과,02-2062-7522,"서울특별시 양천구 중앙로 264, 2층 (신정동)",09:00~19:00,-,-,-,37.5199799,126.8532961
1876,티아이피재활의학과의원,의원,02-6959-8228,서울특별시 용산구 이촌로64길 24 (이촌동),-,09:00~15:00,-,-,37.5200088,126.9698792
14871,서울미소치과의원,치과,02-794-5575,서울특별시 용산구 이촌로64길 24 (이촌동),09:30~18:30,09:30~14:00,-,-,37.5200088,126.9698792
13108,파티마의원,의원,02-2632-4082,서울특별시 영등포구 영등포로 196,10:00~18:30,10:00~15:00,-,-,37.5200185,126.9031977
6953,손화진치과의원,치과,02-2678-2875,"서울특별시 영등포구 영등포로 198-1, (영등포동4가)",10:00~18:00,-,-,-,37.5200537,126.9034231
3129,연앤네이쳐산부인과의원,의원,02-518-1300,"서울특별시 강남구 학동로 521 (청담동, 1층일부, 2~4층)",09:00~20:00,08:00~14:00,-,-,37.5200563,127.0558167
16682,그린소아청소년과의원,의원,02-518-0578,"서울특별시 강남구 학동로 521, 1층일부 (청담동)",09:00~18:00,09:00~15:00,-,-,37.5200563,127.0558167
5465,글로웰의원,의원,02-2631-9900,"서울특별시 영등포구 의사당대로1길 34, 302호 (여의도동, 인영빌딩)",10:00~19:00,10:00~16:00,-,-,37.520071,126.9307682
1423,덕수의료재단덕수요양의원,요양의원,02-2678-8225,서울특별시 영등포구 영신로34길 5 (영등포동4가),09:00~17:30,09:00~12:00,-,-,37.5200717,126.9018323
3515,유엘의원,의원,02-543-5529,"서울특별시 강남구 삼성로134길 8, 6층 (청담동)",10:00~19:00,10:00~17:00,-,-,37.5200798,127.0503609
6919,레아트성형외과의원,의원,02-549-2080,"서울특별시 강남구 삼성로134길 8, 2층,3층 (청담동)",10:00~19:00,10:00~16:00,-,-,37.5200798,127.0503609
10342,신출한의원,한의원,02-6959-9940,"서울특별시 강남구 삼성로134길 8, 5층 (청담동)",10:00~19:00,10:00~16:00,-,-,37.5200798,127.0503609
11001,강정수이비인후과의원,의원,02-2654-9090,서울특별시 양천구 중앙로32길 61,09:00~18:30,09:00~16:00,-,-,37.5200803,126.860319
16088,현대이치과의원,치과,02-2647-9900,"서울특별시 양천구 중앙로32길 61, 502호 (신정동, 현대프라자)",09:30~18:30,09:30~14:00,-,-,37.5200803,126.860319
12869,정한의원,한의원,02-2655-1075,서울특별시 양천구 중앙로32길 61 (신정동),09:00~19:00,09:00~13:00,-,-,37.5200803,126.860319
12631,이문휘치과의원,치과,02-2690-8720,서울특별시 양천구 신월로 200,10:00~18:00,10:00~13:00,-,-,37.5200901,126.8448528
14075,e-좋은치과의원,치과,02-2634-7582,서울특별시 영등포구 영신로34길 1 (영등포동4가),09:30~18:30,09:30~15:30,-,-,37.5201224,126.9013816
1255,트리니티내과의원,의원,02-793-7127,서울특별시 용산구 이촌로 224,08:30~18:00,08:30~15:00,-,-,37.5201654,126.9718889
5339,마이디피부과의원이촌점,의원,02-790-7277,"서울특별시 용산구 이촌로 224 (이촌동, 리버뷰맨션)",10:00~18:30,10:00~15:00,-,-,37.5201654,126.9718889
5892,우리동네소아청소년과의원,의원,02-798-0100,"서울특별시 용산구 이촌로 224, 2층 206호 (이촌동, 리버뷰맨션)",08:30~18:30,09:30~14:00,-,10:00~13:00,37.5201654,126.9718889
5972,센트럴서울안과의원,의원,02-792-2226,"서울특별시 용산구 이촌로 224 (이촌동, 리버뷰맨션)",09:30~18:00,09:00~13:00,-,-,37.5201654,126.9718889
11413,드림이비인후과의원,의원,02-790-5075,서울특별시 용산구 이촌로 224,09:00~18:00,09:00~15:00,-,-,37.5201654,126.9718889
16186,허창호이비인후과의원,의원,02-797-6302,"서울특별시 용산구 이촌로 224, 215호(이촌동, 한강쇼핑센터)",09:00~18:30,09:00~15:00,-,-,37.5201654,126.9718889
8455,화이트수치과의원,치과,02-792-7528,서울특별시 용산구 이촌로 224 리버뷰맨션 309호,10:00~18:30,10:00~14:00,-,-,37.5201654,126.9718889
8872,경희미담한의원,한의원,02-798-8275,서울특별시 용산구 이촌로 224 (이촌동),09:30~19:00,09:30~16:00,-,09:30~16:00,37.5201654,126.9718889
6222,연세우리소아청소년과의원,의원,02-2671-3302,서울특별시 영등포구 선유로 70 (문래동3가) 우리벤처타운,09:00~19:00,09:00~14:00,09:00~14:00,-,37.5201683,126.8901534
6937,우리정형외과의원,의원,02-3667-3000,"서울특별시 영등포구 선유로 70, 204호 (문래동3가, 우리벤처타운)",09:00~18:00,09:00~13:00,-,-,37.5201683,126.8901534
8886,우리연세이비인후과의원,의원,02-2635-1456,"서울특별시 영등포구 선유로 70, 206-1호 (문래동3가, 우리벤처타운2)",08:30~19:00,08:30~16:00,-,09:00~13:00,37.5201683,126.8901534
12885,제일중앙치과의원,치과,02-2636-2825,서울특별시 영등포구 선유로 70,10:00~18:30,10:00~15:00,-,-,37.5201683,126.8901534
16591,아름드리한의원,한의원,02-2675-7510,"서울특별시 영등포구 선유로 70, 205호(문래동3가,우리벤처2빌딩)",09:00~19:00,09:00~16:00,-,-,37.5201683,126.8901534
3384,여의도쉼정신건강의학과의원,의원,02-6954-6997,"서울특별시 영등포구 의사당대로 127, 203호 (여의도동, 롯데캐슬엠파이어)",10:00~19:00,10:00~14:00,-,-,37.5201766,126.9264116
11450,리엔뉴의원,의원,02-785-0095,서울특별시 영등포구 의사당대로 127,10:00~20:00,10:00~16:00,-,-,37.5201766,126.9264116
2579,미앤드플라워치과의원,치과,02-3775-2828,"서울특별시 영등포구 의사당대로 127 (여의도동, 롯데캐슬엠파이어 201호)",10:00~18:30,10:00~14:00,-,-,37.5201766,126.9264116
12052,수연한의원,한의원,02-783-6561,서울특별시 영등포구 의사당대로 127,09:30~18:30,09:30~16:00,-,-,37.5201766,126.9264116
7216,서울그린치과의원,치과,02-2648-2727,서울특별시 양천구 은행정로 5 (신정동),09:00~17:00,09:00~13:00,-,-,37.5201872,126.8595628
10628,닥터허치과의원,치과,1688-2114,"서울특별시 강남구 영동대로 701 (청담동, 베네타워 5층일부)",09:30~19:00,09:30~16:00,-,-,37.5201874,127.0563974
7191,김방지소아과의원,의원,02-2603-9017,서울특별시 양천구 지양로 46-1 (신월동),09:00~18:00,09:00~13:00,-,-,37.5202238,126.8353022
782,청담바롬의원,의원,02-543-4041,"서울특별시 강남구 삼성로 725, 4층 (청담동, 피제이빌딩)",10:30~19:00,10:00~16:00,-,-,37.5202327,127.0490953
11161,김능원치과의원,치과,02-782-4847,서울특별시 영등포구 국제금융로8길 34,10:00~18:00,10:00~12:30,-,-,37.5202394,126.927259
1714,나누리의원,의원,1688-9797,서울특별시 강남구 언주로 731 (논현동),09:00~18:00,09:00~16:00,-,-,37.5203157,127.0340146
