NO,약국명,대표전화,주소,월요일 운영,화요일 운영,수요일 운영,목요일 운영,금요일 운영,토요일 운영,일요일 운영,공휴일 운영,위도,경도
2181,부용약국,02-845-6360,서울특별시 영등포구 시흥대로177길 17-1,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,-,-,37.4893415,126.9040454
3283,한마음약국,02-865-0511,서울특별시 구로구 도림로 67 (구로동),09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~19:00,-,-,37.4895278,126.8910152
672,한독프라자약국,02-856-9843,"서울특별시 구로구 구로동로26길 133, (구로동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~18:00,-,-,37.4897753,126.8912761
2522,온누리드림약국,02-886-9517,서울특별시 관악구 성현로 80,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~17:00,-,-,37.4898158,126.9516251
4629,로데오약국,02-409-2274,"서울특별시 송파구 동남로3길 3, (가락동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~20:00,-,-,37.4900395,127.1223719
2252,새유명온누리약국,02-875-1204,서울특별시 관악구 당곡길 22,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,10:00~15:00,10:00~14:00,-,37.4902632,126.9292197
1497,고은약국,02-532-5384,서울특별시 동작구 사당로23길 185 (사당동),09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~19:00,-,-,37.4903975,126.9707102
718,대림우리약국,02-855-7538,"서울특별시 구로구 도림로 92, (구로동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~20:30,-,-,37.4905146,126.8935714
4939,녹십자약국,02-830-0222,"서울특별시 구로구 구로동로28길 2, 1층 (구로동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,16:00~21:00,16:00~21:00,-,37.4906968,126.8842949
4568,정신약국,02-532-0469,"서울특별시 서초구 방배로 196, (방배동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:30~21:00,-,-,37.4910477,126.9918534
2778,진약국,02-407-6796,서울특별시 송파구 동남로 138,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,-,-,-,37.4911451,127.1262696
1955,달구약국,02-459-3300,서울특별시 강남구 양재대로55길 6,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~18:00,-,-,37.491331,127.0883253
2087,명문약국,02-459-3312,서울특별시 강남구 양재대로55길 6,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~20:00,-,-,37.491331,127.0883253
2906,한마음약국,02-404-8075,서울특별시 송파구 중대로 68,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~20:00,-,-,37.4915798,127.1164089
1330,온누리옥산약국,02-400-8501,"서울특별시 송파구 동남로 141, 옥산빌딩 (가락동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~13:00,-,-,37.4919205,127.1262849
3064,곰돌이스타약국,02-595-8795,"서울특별시 서초구 방배로 211, 2층 (방배동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~17:00,09:00~17:00,09:00~17:00,37.4919938,126.9906411
140,광장약국,070-7744-6367,"서울특별시 관악구 관악로40길 47, 현대상가 1동 1층 5호 (봉천동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~17:00,-,09:00~14:00,37.4920484,126.9588916
2671,일원시장약국,02-459-4465,서울특별시 강남구 양재대로55길 19,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,-,-,37.492116,127.0873691
3936,온수약국,02-2683-0262,"서울특별시 구로구 부일로1길 22, (온수동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~18:00,-,-,37.4921895,126.8208313
3939,개미프라자약국,02-854-6128,"서울특별시 구로구 구로동로35길 46, (구로동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~20:00,-,-,37.4923364,126.882035
536,남매약국,02-407-8774,서울특별시 송파구 오금로64길 4 (거여동),09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,-,-,37.4925535,127.1473296
569,시스템약국,02-3476-5501,"서울특별시 서초구 방배중앙로23길 1, (방배동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~20:00,-,-,37.492601,126.9857458
544,행복약국,02-403-4888,서울특별시 송파구 양산로 42 (거여동),09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~19:00,-,-,37.4926482,127.1445024
3001,환도약국,02-866-8569,서울특별시 구로구 구일로4길 46,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,-,-,37.4927124,126.877219
4751,수도약국,02-537-7577,"서울특별시 서초구 동광로 65, (방배동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,-,-,37.4927457,126.9896603
960,강서약국,02-26897109,서울특별시 구로구 개봉로19길 21 (개봉동),09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~17:00,-,-,37.4929903,126.8558246
1371,온누리대웅약국,02-852-2999,"서울특별시 송파구 마천로 345, 1층 (마천동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~17:00,-,-,37.492996,127.1527678
1620,감초당약국,02-459-4272,서울특별시 강남구 개포로109길 5,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,-,-,37.493122,127.0738151
2055,메디칼청실약국,02-568-3597,서울특별시 강남구 남부순환로 2917,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,-,-,37.4931604,127.0591774
557,팜메이트대학당약국,02-585-3092,"서울특별시 서초구 서초중앙로22길 40, (서초동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~20:00,-,-,37.4932378,127.0162086
374,구로미소약국,02-2615-0766,서울특별시 구로구 서해안로 2338 (오류동),09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~18:00,-,-,37.4934969,126.84416
3960,칠성약국,02-2618-6465,"서울특별시 구로구 부일로15길 4, (궁동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~20:00,-,-,37.4935343,126.8343882
4532,온누리동성약국,02-599-7772,"서울특별시 서초구 동작대로 194, (방배동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,-,-,37.4938346,126.9831922
717,정광약국,02-2687-2983,"서울특별시 구로구 남부순환로97길 11, (개봉동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,-,09:00~21:00,37.4942518,126.8583892
178,라인약국,02-563-8383,"서울특별시 강남구 역삼로7길 3, 1층 (역삼동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~17:00,-,-,37.4943089,127.0330521
1333,우림약국,02-430-1911,서울특별시 송파구 오금로 477 (거여동),09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~18:00,-,-,37.4943499,127.1423581
487,중앙프라자약국,02-3401-3818,"서울특별시 송파구 마천로57길 4, 1층 (마천동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~18:00,-,-,37.4943656,127.1520704
675,하나약국,02-851-9945,서울특별시 구로구 구로동로 179 (구로동),09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,-,-,37.4944099,126.8825703
3323,진메디칼약국,02-400-9240,"서울특별시 송파구 마천로57길 7, 1층 (마천동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~20:00,-,-,37.494671,127.1523213
1309,가락약국,02-449-8421,"서울특별시 송파구 송파대로 286, 신흥빌딩 (가락동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~20:00,-,-,37.4948676,127.1172024
3310,송파새롬약국,02-403-4131,"서울특별시 송파구 송파대로28길 27 (가락동, 성원상떼빌 102동 202호)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~15:00,-,-,37.4950169,127.1203666
311,독수리약국,02-2142-1111,"서울특별시 송파구 중대로 135 (가락동, IT벤처타워 동관 101호)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~16:00,-,-,37.49509,127.1224338
4009,한티약국,02-574-2575,"서울특별시 강남구 선릉로 225, 지하1층 133호 (도곡동,도곡렉슬상가)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~19:00,-,-,37.4953009,127.0527051
2537,온누리한라약국,02-862-0157,서울특별시 구로구 구일로10길 49,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~19:00,-,-,37.495746,126.8744688
4105,오류온누리약국,02-2612-7156,"서울특별시 구로구 경인로 201 , 1층",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~17:00,-,-,37.4960372,126.8432573
2728,조은약국,02-2616-3008,서울특별시 구로구 오리로 1286,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~16:00,-,-,37.4962917,126.8300134
461,우리조운약국,02-832-4224,"서울특별시 영등포구 도림로 206, 1층 (대림동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,-,-,37.4969569,126.9035988
431,명문약국,02-400-8216,"서울특별시 송파구 마천로41길 20, 1층 (마천동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~16:00,-,-,37.4970392,127.1496905
504,고바우약국,02-402-0730,서울특별시 송파구 마천로41길 21 (마천동),09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,-,-,37.4971287,127.1500446
3660,아람약국,02-844-4422,"서울특별시 영등포구 여의대방로 87, (신길동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,17:00~21:00,-,37.4971836,126.9163168
3900,독일약국,02-2681-9495,"서울특별시 구로구 오리로 1297, 1층 (궁동,청파빌딩)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,-,-,37.4972351,126.8291115
2545,옵티마건강약국,02-2060-2541,서울특별시 구로구 경인로 315,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,08:00~19:00,-,-,37.4975164,126.855318
1332,우리약국,02-431-1221,"서울특별시 송파구 오금로 404, 원일빌딩 (가락동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~16:00,-,-,37.4976034,127.1351317
4014,종로약국,02-508-2450,"서울특별시 강남구 도곡로 419, 1층 (대치동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,-,-,37.4976644,127.0563509
1570,안일약국,02-823-0583,서울특별시 동작구 성대로 76 (상도동),09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,-,-,37.4976835,126.9347309
2003,동성약국,02-566-3728,서울특별시 강남구 삼성로 212,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,-,-,37.4977415,127.0650701
3087,옵티마상도약국,02-814-2293,"서울특별시 동작구 상도로53길 6, 1층 (상도동,순현빌딩)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,-,-,37.4977587,126.9532927
3158,유경온누리약국,02-815-0601,서울특별시 동작구 상도로 345 (상도동),09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~16:00,-,-,37.49785,126.9526721
1892,기린약국,02-866-7100,서울특별시 구로구 구로동로 215-1,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,-,-,37.4978712,126.8822794
1367,하나로약국,02-3402-0415,"서울특별시 송파구 마천로 264, 흥일빌딩 1층 (거여동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~20:00,-,-,37.4980749,127.1461742
588,명인약국,02-821-0383,서울특별시 동작구 여의대방로 126 (신대방동),09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,-,-,37.4981302,126.920544
3945,505약국,02-856-5050,"서울특별시 구로구 구로동로42길 58, (구로동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~19:00,-,-,37.4981797,126.8842059
212,새비타민약국,02-813-0294,서울특별시 동작구 성대로 52 (상도동),09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~19:00,-,09:00~19:00,37.4984916,126.933722
4013,지영약국,02-554-5621,서울특별시 강남구 영동대로 221 (대치동) 101호,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~20:00,-,-,37.4986615,127.0680849
4703,수산약국,02-832-2994,"서울특별시 영등포구 대림로34길 12, (대림동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,-,-,37.4987165,126.8996955
3273,생생약국,02-565-2720,"서울특별시 강남구 역삼로17길 64, 1층 (역삼동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~14:00,-,-,37.4988196,127.0366321
4007,화일약국,02-362-8632,"서울특별시 강남구 선릉로 328, 1층6호,7호 (대치동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~20:00,-,-,37.4990516,127.0519101
2495,영약국,02-533-3321,서울특별시 서초구 강남대로 415,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~17:30,-,-,37.4995546,127.0263648
4881,뉴그랜드약국,02-849-6266,"서울특별시 영등포구 대림로 212, (대림동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,14:00~21:00,-,37.4996117,126.8981612
1406,장생당약국,02-406-4256,서울특별시 송파구 마천로 241 (마천동),09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~17:00,-,-,37.4997314,127.144563
4574,윤경약국,02-883-9256,"서울특별시 동작구 상도로 65, (대방동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~17:00,-,-,37.4999816,126.9279207
1823,건강온누리약국,02-831-6008,서울특별시 영등포구 신풍로 113,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~17:00,-,-,37.5001457,126.9188781
1058,금강약국,02-415-7014,"서울특별시 송파구 가락로 82, 102호 (석촌동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~18:00,-,09:00~18:00,37.5002979,127.1053505
609,보현약국,02-833-2623,"서울특별시 영등포구 신풍로 77 (신길동, 래미안에스티움)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~19:00,09:00~15:00,-,37.500331,126.911484
1323,새조은약국,02-400-3600,서울특별시 송파구 송파대로 369 (석촌동),09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~17:00,-,-,37.500647,127.1108892
3637,우리동네미진약국,02-773-1353,서울특별시 강남구 테헤란로21길 6,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~19:00,09:00~16:00,-,-,37.5006961,127.0346541
3102,행복이열리는건강약국,02-823-0700,"서울특별시 동작구 상도로 301, (상도1동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~19:00,12:00~19:00,-,37.5009938,126.9499715
555,아주약국,02-599-0303,서울특별시 서초구 신반포로 22 (반포동),09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~20:00,-,-,37.501096,126.987091
4093,새드림약국,070-8841-0063,서울특별시 서초구 강남대로 435,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~19:00,-,-,37.5011761,127.0255473
348,강남웰약국,02-6440-5656,"서울특별시 강남구 강남대로 432, 점프밀라노 지하1층 101호 (역삼동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~19:00,-,-,37.5012864,127.0266473
1315,미성송파약국,02-420-2419,서울특별시 송파구 송파대로 374 (송파동),09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~17:00,-,-,37.5013111,127.1112
1493,상도시장약국,02-813-2149,서울특별시 동작구 상도로22길 46,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,-,-,37.5014127,126.9370924
3029,메디칼바른약국,02-866-1914,"서울특별시 구로구 공원로7길 40, 1층 (구로동, 대영빌딩)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,-,-,37.5015008,126.8869041
2061,메디팜나리약국,02-3482-4585,서울특별시 서초구 서운로 207,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,-,-,37.5015193,127.0217846
3831,성지프라자약국,02-565-5646,"서울특별시 강남구 논현로 507, 지하1층 5층(역삼동,성지하이츠 제3차)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~17:00,-,-,37.5015788,127.0361755
1812,개봉지예당약국,02-2681-0292,서울특별시 구로구 고척로 123-1,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,-,-,37.502246,126.8478073
3879,종로약국,02-2612-3986,"서울특별시 구로구 고척로 142, (고척동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~20:00,-,-,37.5025582,126.8496708
4467,화타팜성심약국,02-813-0831,"서울특별시 동작구 상도로 144, 1층 (상도동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~19:00,-,-,37.5025819,126.9356132
679,열린약국,02-2625-6040,"서울특별시 구로구 고척로 142-1, (고척동)",09:00~22:00,09:00~22:00,09:00~22:00,09:00~21:00,09:00~22:00,09:00~20:00,11:00~20:00,-,37.5026305,126.8498519
1334,우진약국,02-430-7287,서울특별시 송파구 마천로 191 (오금동),09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~17:00,-,-,37.502637,127.1401822
678,수태평양약국,02-2625-2601,서울특별시 구로구 고척로 144,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,37.5026578,126.8499902
1337,천공약국,02-412-3418,"서울특별시 송파구 송이로 29, 금은빌딩 (송파동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~19:00,-,-,37.5027126,127.1169296
434,가까운약국,02-815-6588,"서울특별시 동작구 상도로 148, 1층 (상도동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,37.5027181,126.9359252
1259,훼미리약국,02-2683-3785,"서울특별시 구로구 고척로 139, (고척동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~20:00,-,-,37.5027631,126.8492984
2723,제일약국,02-2612-7787,서울특별시 구로구 고척로 148,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,-,-,37.5027651,126.8502093
614,21세기약국,02-2678-2854,서울특별시 영등포구 여의대방로 177 (신길동),09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,-,-,37.5029166,126.9211801
278,우리온누리약국,02-825-5558,"서울특별시 동작구 흑석한강로 27, B106호 (흑석동, 흑석한강푸르지오)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~17:00,14:00~21:00,09:00~17:00,37.503001,126.9653721
539,새중일약국,02-448-5186,"서울특별시 송파구 오금로 300 (가락동, 김해빌딩 1층)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~16:00,-,-,37.5033066,127.1257054
395,더블유약국,02-821-0007,서울특별시 동작구 양녕로 264 (상도1동),09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~17:00,-,-,37.5033387,126.9485734
1400,웰빙팜건강프라자약국,02-417-0910,"서울특별시 송파구 백제고분로 216, 청송빌딩 (삼전동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~14:00,-,-,37.5033712,127.0905386
3387,늘푸른약국,02-568-5560,"서울특별시 강남구 선릉로89길 7, 1층 (역삼동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~18:00,-,-,37.5034145,127.0488013
3431,힐링약국,02-407-9933,서울특별시 송파구 오금로36길 4-17 (가락동),09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~14:00,-,-,37.5034763,127.1248664
1382,그린팜약국,02-415-7747,"서울특별시 송파구 오금로32길 32, 1층 (송파동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~17:00,-,-,37.5035867,127.1187938
3205,사랑약국,02-2633-2636,"서울특별시 구로구 경인로 565, 5층 (구로동, 삼영빌딩)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,-,-,-,37.5036486,126.879732
1391,송파온누리약국,02-422-4262,서울특별시 송파구 오금로32길 28 (송파동),09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~20:00,-,-,37.5039643,127.1192653
1136,바다의별약국,02-821-3130,서울특별시 동작구 상도로 172 (상도동),09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~16:00,-,-,37.5041451,126.9382269
3770,시장약국,02-2681-3535,서울특별시 구로구 경인로47길 126 (고척동),09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,-,-,-,37.5042224,126.8635295
4398,고은온누리약국,02-826-8347,"서울특별시 동작구 여의대방로36길 1, (대방동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~19:00,-,-,37.5042239,126.9223873
4262,대동약국,02-418-6551,"서울특별시 송파구 가락로 175, 1층 (송파동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~20:00,-,-,37.5044666,127.1143457
1890,금화온누리약국,02-842-4484,서울특별시 서초구 반포대로 287,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,-,-,37.5045342,127.0007675
3379,새희망약국,02-423-8417,서울특별시 송파구 송파대로 422 (송파동),09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~18:00,-,-,37.5049144,127.107947
3007,효성약국,02-813-0467,서울특별시 동작구 상도로 181,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~18:00,-,-,37.5049579,126.9388489
4317,세계로약국,02-814-6220,"서울특별시 동작구 상도로 206, (상도동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~20:00,-,-,37.5049658,126.9415137
437,신논현약국,02-545-3580,"서울특별시 강남구 봉은사로 109, 싼타홍메디컬타워 지하1층 (논현동)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~21:00,09:00~20:00,09:00~16:00,-,-,37.5050767,127.0255834
490,선릉수정약국,02-558-8025,"서울특별시 강남구 선릉로 510, 1층 (삼성동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~16:00,-,-,37.5051717,127.0489694
3204,온누리백제약국,02-2619-6150,"서울특별시 구로구 고척로 212, 102호 (고척동, 오토젠빌딩)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,-,-,37.5053164,126.8569276
1673,새웅약국,02-419-3230,"서울특별시 송파구 삼전로 75, (잠실동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~17:00,14:00~20:00,-,37.5054619,127.0886347
833,상산약국,02-813-7442,"서울특별시 동작구 서달로 136-1, (흑석동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,-,37.5056249,126.961169
2199,사랑의약국,02-3476-2273,서울특별시 서초구 신반포로 165,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~19:30,-,-,37.5057275,127.0022026
3435,반포하늘약국,02-532-1651,서울특별시 서초구 신반포로 177 (잠원동),09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~16:00,09:00~13:00,09:00~13:00,37.5061027,127.003428
4517,태평양약국,02-833-4233,"서울특별시 영등포구 도림로 320, (신길동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~17:00,-,-,37.5061207,126.9021034
3625,상아약국,02-2687-0456,서울특별시 구로구 중앙로 100,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~13:00,-,37.5063537,126.8606125
1368,튼튼약국,02-413-7978,"서울특별시 송파구 오금로 247, 건양빌딩 1층 (방이동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~15:30,-,-,37.5063554,127.1208848
680,태영프라자약국,02-2068-5733,서울특별시 구로구 경인로59길 8 (신도림동),09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~18:00,-,-,37.5063754,126.8833899
968,다나약국,02-414-9221,"서울특별시 송파구 오금로31길 3, 우성빌딩 (방이동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~16:00,-,-,37.5064688,127.1211616
4630,사랑의약국,02-421-5411,"서울특별시 송파구 가락로28길 3, (송파동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~20:00,-,-,37.5064849,127.1163067
1158,행복한우리들약국,02-416-9975,"서울특별시 송파구 석촌호수로 142, 102호 (삼전동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~17:00,09:00~14:00,-,37.506964,127.0927698
1316,미소약국,02-418-5090,서울특별시 송파구 오금로31길 11 (방이동),09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~20:00,-,-,37.5070299,127.1215532
1172,새롬약국,02-415-8839,"서울특별시 송파구 석촌호수로 130, 206호 (삼전동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~14:00,-,09:00~14:00,37.5071979,127.0913931
2427,쌍용약국,02-413-4013,서울특별시 송파구 올림픽로4길 40,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,-,-,37.5072292,127.07423
